515717.5,5178437.5,832.2
515717.5,5178422.5,829.9
515717.5,5178407.5,828.5
515717.5,5178392.5,828.9
515717.5,5178377.5,831.8
515717.5,5178362.5,835.6
515717.5,5178347.5,838.3
515717.5,5178332.5,840.7
515717.5,5178317.5,842.6
515717.5,5178302.5,844.0
515717.5,5178287.5,845.2
515717.5,5178272.5,844.7
515717.5,5178257.5,843.7
515717.5,5178252.5,843.6
515722.5,5178437.5,832.2
515727.5,5178322.5,842.6
515727.5,5178252.5,845.1
515727.5,5178262.5,845.2
515727.5,5178407.5,828.7
515727.5,5178287.5,845.8
515727.5,5178377.5,832.7
515727.5,5178387.5,830.3
515732.5,5178357.5,837.5
515732.5,5178427.5,830.6
515732.5,5178312.5,844.1
515732.5,5178277.5,846.2
515737.5,5178367.5,836.0
515737.5,5178417.5,829.3
515737.5,5178397.5,829.7
515737.5,5178297.5,845.7
515737.5,5178322.5,843.4
515737.5,5178337.5,841.7
515742.5,5178382.5,833.2
515742.5,5178427.5,830.2
515742.5,5178252.5,847.3
515742.5,5178437.5,831.5
515747.5,5178312.5,845.1
515747.5,5178282.5,847.1
515747.5,5178417.5,829.4
515747.5,5178267.5,847.7
515747.5,5178357.5,838.9
515747.5,5178407.5,829.4
515752.5,5178392.5,832.0
515752.5,5178427.5,830.0
515757.5,5178402.5,830.5
515757.5,5178252.5,848.5
515757.5,5178377.5,835.8
515757.5,5178417.5,829.6
515757.5,5178307.5,846.0
515757.5,5178317.5,845.2
515757.5,5178327.5,844.2
515757.5,5178337.5,842.8
515762.5,5178387.5,834.0
515762.5,5178427.5,830.0
515762.5,5178437.5,830.7
515767.5,5178262.5,848.9
515767.5,5178417.5,829.9
515767.5,5178277.5,848.2
515767.5,5178327.5,843.9
515767.5,5178397.5,832.1
515767.5,5178407.5,830.6
515767.5,5178347.5,841.3
515767.5,5178367.5,838.2
515767.5,5178377.5,836.3
515767.5,5178317.5,845.1
515772.5,5178252.5,848.8
515777.5,5178402.5,831.7
515777.5,5178427.5,830.3
515777.5,5178267.5,848.9
515777.5,5178297.5,846.7
515777.5,5178367.5,837.9
515777.5,5178357.5,839.1
515782.5,5178412.5,830.8
515782.5,5178282.5,847.8
515782.5,5178437.5,830.6
515787.5,5178272.5,848.6
515787.5,5178362.5,836.9
515787.5,5178252.5,848.6
