0.0,0.005,0.016,0.0292,0.04504,0.064048,0.0868576,0.11422912,0.147074944,0.1864899328
0.0,-0.323122842758,-0.315548247443,-0.311141796115,-0.312582653787,-0.324858510155,-0.358538869048,-0.440234251698,-0.650031326376,-1.07873014039
0.0,-0.288650575828,-0.280655413879,-0.27512620985,-0.27423284296,-0.281930794304,-0.3063610977,-0.367231095134,-0.521939222886,-0.891171021531
0.0,-0.275779874122,-0.26766273844,-0.26180677618,-0.260235707781,-0.266620826225,-0.288474931799,-0.343876984012,-0.485587685455,-0.841263249967
0.0,-0.275108172976,-0.266991665413,-0.261136054619,-0.259564454587,-0.265950965854,-0.287828571191,-0.343386406273,-0.48608029785,-0.847771638295
0.0,-0.270609070531,-0.262440938716,-0.256448494691,-0.254594404602,-0.260430673593,-0.281204434784,-0.334295855329,-0.470360760753,-0.817641559275
0.0,-0.275160378965,-0.267052500904,-0.261219021789,-0.259692471251,-0.266168436883,-0.288238420015,-0.344288560466,-0.488632659929,-0.855789990862
0.0,-0.274553370264,-0.26641666084,-0.260509162571,-0.258831950009,-0.265009291933,-0.286439728815,-0.340863559572,-0.479790457474,-0.828599014185
0.0,-0.277198303519,-0.269100729623,-0.263296227327,-0.261831017961,-0.2684230358,-0.290698358127,-0.347072419233,-0.491558051319,-0.854120667383
0.0,-0.270336641122,-0.262176006028,-0.256202010183,-0.254384594407,-0.260294652664,-0.281237614784,-0.334812714888,-0.472749801247,-0.828166108721
0.0,-0.27355686951,-0.265431879695,-0.259552732768,-0.257931307637,-0.26422155678,-0.285917975601,-0.341133887794,-0.483248151811,-0.845804892761
0.0,-0.245690600794,-0.237284734808,-0.230655625038,-0.227481763861,-0.230764075362,-0.246535610837,-0.289019411948,-0.399222313825,-0.69728631186
0.0,-0.2501510148,-0.241785097099,-0.235263442117,-0.232312819773,-0.23602649934,-0.252636562053,-0.296867600001,-0.411199562003,-0.717220592963
0.0,-0.254056486621,-0.245723084265,-0.239288940183,-0.236520144687,-0.240584971742,-0.257876596676,-0.303524037508,-0.421187510809,-0.733491591962
0.0,-0.262128108443,-0.253874533459,-0.247653740596,-0.245326560296,-0.250245516556,-0.269211574115,-0.318420872287,-0.444831952787,-0.774381787333
0.0,-0.245358332127,-0.236950035201,-0.230314072317,-0.227125440736,-0.230378590088,-0.246093577979,-0.288464752914,-0.398438118884,-0.696349349195
0.0,-0.210306615066,-0.201591899235,-0.194134691138,-0.189244494833,-0.189213281927,-0.198530895002,-0.227433362951,-0.30409126372,-0.510370312158
0.0,-0.207626097058,-0.198901508426,-0.191415553435,-0.186462267101,-0.186306404008,-0.195387934444,-0.223848263568,-0.299710880652,-0.505521994524
