276,-1,-1
626,-1,-1
3,7,350
2,4,509
3,5,8
4,6,21
5,7,345
2,6,348
4,9,538
8,22,585
11,19,103
10,12,16
11,13,506
12,14,20
13,15,23
14,16,26
11,15,17
16,18,504
17,19,118
10,18,106
13,21,508
5,20,22
9,21,23
14,22,24
23,25,585
24,26,31
15,25,29
28,95,502
27,29,504
26,28,30
29,31,98
25,30,32
31,77,536
73,78,520
36,75,545
36,45,65
34,35,37
36,38,592
37,39,43
38,40,600
39,41,601
40,42,604
41,43,591
38,42,44
43,45,590
35,44,46
45,47,548
46,48,64
47,49,62
48,50,546
49,51,60
50,52,481
51,53,61
52,54,134
53,55,170
54,56,133
55,57,61
56,58,131
57,59,130
58,60,62
50,59,61
52,56,60
48,59,63
62,64,129
47,63,65
35,64,67
67,71,74
65,66,68
67,69,129
68,70,128
69,71,80
66,70,72
71,73,76
33,72,74
66,73,75
34,74,530
72,77,79
32,76,78
33,77,521
76,80,98
70,79,81
80,82,128
81,83,97
82,84,126
83,85,92
84,86,125
85,87,91
86,88,492
87,89,495
88,90,498
89,91,123
86,90,93
84,93,97
91,92,94
93,95,123
27,94,96
95,97,98
82,92,96
30,79,96
100,104,420
99,101,364
100,102,363
101,103,507
10,102,105
99,105,117
103,104,106
19,105,107
106,108,116
107,109,113
108,110,118
109,111,121
110,112,446
111,113,435
108,112,114
113,115,434
114,116,432
107,115,117
104,116,421
18,109,119
118,120,504
119,121,502
110,120,500
123,499,501
90,94,122
125,490,492
85,124,132
83,127,131
126,128,130
69,81,127
63,68,130
58,127,129
57,126,132
125,131,133
55,132,490
53,172,480
136,174,478
135,137,476
136,138,488
137,139,-1
138,140,180
139,182,-1
142,184,475
141,146,181
144,155,166
143,145,153
144,146,176
142,145,147
146,148,153
147,149,475
148,150,191
149,151,194
150,152,193
151,153,154
144,147,152
152,155,474
143,154,177
157,161,171
156,158,175
157,159,164
158,160,168
159,161,170
156,160,172
163,166,178
162,164,167
158,163,165
164,166,176
143,162,165
163,168,467
159,167,169
168,170,489
54,160,169
156,174,476
134,161,173
172,174,479
135,171,173
157,176,179
145,165,175
155,178,468
162,177,465
175,180,476
139,179,181
142,180,182
140,181,183
182,184,-1
141,183,185
184,186,-1
185,187,475
186,188,-1
187,189,-1
188,190,639
189,191,-1
149,190,192
191,194,-1
151,196,474
150,192,195
